gene_id,evidence,go_id
51726,IEA,GO:0050768
51726,IEA,GO:0005615
51726,IEA,GO:0005634
51726,IEA,GO:0034663
51726,IEA,GO:0005102
51726,IMP,GO:0051604
51726,IPI,GO:0101031
51726,IPI,GO:0005515
51726,TAS,GO:0005783
51726,TAS,GO:0005788
54431,HDA,GO:0016020
54431,IBA,GO:0036498
54431,IBA,GO:0005788
54431,IBA,GO:0015035
54431,IBA,GO:0016671
54431,IBA,GO:0051787
54431,IDA,GO:0001933
54431,IDA,GO:0034975
54431,IDA,GO:0034976
54431,IDA,GO:0070059
54431,IDA,GO:0005783
54431,IDA,GO:0005788
54431,IDA,GO:0034663
54431,IDA,GO:0015035
54431,IDA,GO:0051087
54431,IDA,GO:0051787
54431,IMP,GO:0036503
54431,IPI,GO:0005515
54431,IPI,GO:0030544
54431,IPI,GO:0051117
54431,ISS,GO:0032781
54431,ISS,GO:0001671
54431,ISS,GO:0015036
55288,HDA,GO:0016020
55288,HTP,GO:0005739
55288,IBA,GO:0007005
55288,IBA,GO:0047497
55288,IBA,GO:0005741
55288,IBA,GO:0003924
55288,IBA,GO:0005525
55288,IDA,GO:0005741
55288,IEA,GO:0005509
55288,IMP,GO:0010821
55288,IMP,GO:0019725
55288,IMP,GO:0047497
55288,IMP,GO:0097345
55288,IPI,GO:0005515
55288,NAS,GO:0005739
55288,TAS,GO:0005741
5553,HDA,GO:0062023
5553,HDA,GO:0070062
5553,HDA,GO:0030021
5553,IEA,GO:0002215
5553,IEA,GO:0006955
5553,IEA,GO:0010936
5553,IEA,GO:0032693
5553,IEA,GO:0032753
5553,IEA,GO:0042742
5553,IEA,GO:0030133
5553,IEA,GO:0008201
5553,IEA,GO:0030246
5553,IPI,GO:0005515
5553,RCA,GO:0030021
5553,TAS,GO:0005576
5553,TAS,GO:1904813
55750,HTP,GO:0005739
55750,IBA,GO:0046512
55750,IBA,GO:0046513
55750,IBA,GO:0005737
55750,IBA,GO:0005739
55750,IBA,GO:0016020
55750,IBA,GO:0001729
55750,IBA,GO:0004143
55750,IBA,GO:0017050
55750,IBA,GO:0047620
55750,IDA,GO:0045039
55750,IDA,GO:0005739
55750,IDA,GO:0005743
55750,IDA,GO:0005758
55750,IDA,GO:0031966
55750,IDA,GO:0042721
55750,IDA,GO:0043231
55750,IDA,GO:0004143
55750,IDA,GO:0047620
55750,IEA,GO:0046486
55750,IEA,GO:0046834
55750,IEA,GO:0005524
55750,IPI,GO:0042721
55750,IPI,GO:0005515
55750,TAS,GO:0005741
55750,TAS,GO:0005829
56886,HDA,GO:0070062
56886,IBA,GO:0018279
56886,IBA,GO:0005783
56886,IBA,GO:0003980
56886,IBA,GO:0051082
56886,IDA,GO:0005783
56886,IDA,GO:0032991
56886,IDA,GO:0003980
56886,IDA,GO:0051082
56886,IEA,GO:0097359
56886,IEA,GO:0044322
56886,IPI,GO:0005515
56886,ISS,GO:0005793
56886,TAS,GO:0051084
56886,TAS,GO:1904380
56886,TAS,GO:0005788
56886,TAS,GO:0003980
56975,HDA,GO:0070062
56975,IBA,GO:0070166
56975,IBA,GO:0004674
56975,IDA,GO:0006468
56975,IDA,GO:0000139
56975,IDA,GO:0005615
56975,IDA,GO:0005654
56975,IDA,GO:0005794
56975,IDA,GO:0004672
56975,IDA,GO:0004674
56975,IDA,GO:0030145
56975,IEA,GO:0006338
56975,IEA,GO:0030501
56975,IEA,GO:0036179
56975,IEA,GO:0040036
56975,IEA,GO:0045669
56975,IEA,GO:0051174
56975,IEA,GO:0071895
56975,IEA,GO:0097187
56975,IEA,GO:0004676
56975,IEA,GO:0004677
56975,IEA,GO:0004679
56975,IEA,GO:0004694
56975,IEA,GO:0004711
56975,IEA,GO:0005509
56975,IEA,GO:0005524
56975,IEA,GO:0035175
56975,IEA,GO:0035402
56975,IEA,GO:0035403
56975,IEA,GO:0035979
56975,IEA,GO:0044022
56975,IEA,GO:0044023
56975,IEA,GO:0044024
56975,IEA,GO:0044025
56975,IEA,GO:0072354
56975,IEA,GO:0072371
56975,IEA,GO:0072518
56975,IEA,GO:0106310
56975,IEA,GO:0140823
56975,IEA,GO:0140855
56975,IEA,GO:0140857
56975,IEA,GO:1990244
56975,IMP,GO:0031214
56975,IPI,GO:0002020
56975,IPI,GO:0005515
56975,TAS,GO:0043687
56975,TAS,GO:0005788
56975,TAS,GO:0004674
5727,IBA,GO:0045879
5727,IBA,GO:0005886
5727,IBA,GO:0008158
5727,IDA,GO:0010875
5727,IDA,GO:0072659
5727,IDA,GO:0005794
5727,IDA,GO:0005886
5727,IDA,GO:0005901
5727,IDA,GO:0043231
5727,IDA,GO:0045177
5727,IDA,GO:0048471
5727,IDA,GO:0015485
5727,IEA,GO:0001658
5727,IEA,GO:0001701
5727,IEA,GO:0001709
5727,IEA,GO:0001843
5727,IEA,GO:0003007
5727,IEA,GO:0007286
5727,IEA,GO:0007346
5727,IEA,GO:0009410
5727,IEA,GO:0009612
5727,IEA,GO:0009957
5727,IEA,GO:0010157
5727,IEA,GO:0010839
5727,IEA,GO:0021522
5727,IEA,GO:0021904
5727,IEA,GO:0030850
5727,IEA,GO:0032355
5727,IEA,GO:0032526
5727,IEA,GO:0032880
5727,IEA,GO:0035137
5727,IEA,GO:0042593
5727,IEA,GO:0043616
5727,IEA,GO:0045606
5727,IEA,GO:0045893
5727,IEA,GO:0048568
5727,IEA,GO:0051782
5727,IEA,GO:0060603
5727,IEA,GO:0060644
5727,IEA,GO:0061005
5727,IEA,GO:0071679
5727,IEA,GO:0072089
5727,IEA,GO:0072203
5727,IEA,GO:0097421
5727,IEA,GO:2000647
5727,IEA,GO:0030496
5727,IEA,GO:0044294
5727,IEA,GO:0044295
5727,IEA,GO:0045211
5727,IEA,GO:0005113
5727,IEA,GO:0008201
5727,IEA,GO:0044877
5727,IEP,GO:0048745
5727,IEP,GO:0072205
5727,IMP,GO:0000122
5727,IMP,GO:0021532
5727,IMP,GO:0035108
5727,IMP,GO:0043433
5727,IMP,GO:0045668
5727,IMP,GO:0060037
5727,IMP,GO:0061053
5727,IMP,GO:0071397
5727,IPI,GO:0005119
5727,IPI,GO:0005515
5727,IPI,GO:0030332
5727,IPI,GO:0097108
5727,ISS,GO:0007224
5727,ISS,GO:0007420
5727,ISS,GO:0008589
5727,ISS,GO:0009887
5727,ISS,GO:0009953
5727,ISS,GO:0016485
5727,ISS,GO:0021997
5727,ISS,GO:0030326
5727,ISS,GO:0040015
5727,ISS,GO:0071397
5727,TAS,GO:0045879
5727,TAS,GO:0030666
5727,TAS,GO:0060170
5954,IBA,GO:0005783
5954,IBA,GO:0005509
5954,IDA,GO:0005783
5954,IEA,GO:0001701
5954,IEA,GO:0043010
5954,IPI,GO:0005515
5954,TAS,GO:0005788
6158,HDA,GO:0016020
6158,HDA,GO:0022625
6158,HDA,GO:0070062
6158,HDA,GO:0003723
6158,IBA,GO:0022625
6158,IC,GO:0002181
6158,IDA,GO:0022625
6158,IDA,GO:0022626
6158,IDA,GO:0030425
6158,IDA,GO:0036464
6158,IDA,GO:0044297
6158,IDA,GO:0003735
6158,IEA,GO:0045202
6158,IPI,GO:0022625
6158,IPI,GO:0005515
6158,NAS,GO:0002181
6158,NAS,GO:0006412
6158,NAS,GO:0005737
6158,NAS,GO:0003735
6158,TAS,GO:0005829
64100,IBA,GO:0048240
64100,IBA,GO:0009986
64100,IBA,GO:0008201
64100,IEA,GO:0007338
64100,IEA,GO:0005576
64174,IDA,GO:1901749
64174,IDA,GO:0016805
64174,IEA,GO:0006508
64174,IEA,GO:0098552
64174,IEA,GO:0046872
64174,IEA,GO:0070573
64174,ISS,GO:0006691
64174,ISS,GO:0016020
64174,ISS,GO:0016805
6576,HDA,GO:0005634
6576,HDA,GO:0070062
6576,HTP,GO:0005739
6576,IBA,GO:0006843
6576,IBA,GO:0005739
6576,IBA,GO:0071913
6576,IDA,GO:0006843
6576,IDA,GO:0015142
6576,IDA,GO:0071913
6576,IEA,GO:0015297
6576,ISS,GO:0005743
6576,TAS,GO:0006811
6576,TAS,GO:0015137
6576,TAS,GO:0015142
6901,HTP,GO:0005739
6901,IBA,GO:0007007
6901,IBA,GO:0035965
6901,IBA,GO:0031966
6901,IBA,GO:0047184
6901,IC,GO:0005743
6901,IDA,GO:0035965
6901,IDA,GO:0005739
6901,IDA,GO:0005758
6901,IDA,GO:0047184
6901,IEA,GO:1900210
6901,IEA,GO:2001171
6901,IEA,GO:0005741
6901,IMP,GO:0000423
6901,IMP,GO:0035965
6901,IMP,GO:0042407
6901,TAS,GO:0035965
6901,TAS,GO:0005743
6901,TAS,GO:0003841
6901,TAS,GO:0008374
6901,TAS,GO:0047184
6997,IBA,GO:0001568
6997,IBA,GO:0007368
6997,IBA,GO:0007507
6997,IBA,GO:0009952
6997,IBA,GO:0038092
6997,IBA,GO:0005576
6997,IBA,GO:0009986
6997,IBA,GO:0038100
6997,IBA,GO:0070697
6997,IDA,GO:0007173
6997,IDA,GO:0007507
6997,IDA,GO:0008284
6997,IDA,GO:0009966
6997,IDA,GO:0010595
6997,IDA,GO:0018105
6997,IDA,GO:0030335
6997,IDA,GO:0035729
6997,IDA,GO:0043066
6997,IDA,GO:0043406
6997,IDA,GO:0043410
6997,IDA,GO:0044344
6997,IDA,GO:0050731
6997,IDA,GO:0071346
6997,IDA,GO:0071354
6997,IDA,GO:0071356
6997,IDA,GO:0071364
6997,IDA,GO:0005615
6997,IDA,GO:0009986
6997,IDA,GO:0016324
6997,IDA,GO:0045121
6997,IDA,GO:0005102
6997,IDA,GO:0008083
6997,IEA,GO:0098552
6997,IMP,GO:0002042
6997,IPI,GO:0005515
6997,ISS,GO:0008595
6997,ISS,GO:0019897
6997,TAS,GO:0001763
6997,TAS,GO:0008284
6997,TAS,GO:0009792
6997,TAS,GO:0030154
6997,TAS,GO:0030879
6997,TAS,GO:0005886
713,HDA,GO:0062023
713,HDA,GO:0072562
713,IDA,GO:0006958
713,IDA,GO:0005576
713,IEA,GO:0045087
713,IEA,GO:0005581
713,IPI,GO:0062167
713,IPI,GO:0005515
713,ISS,GO:0098883
713,ISS,GO:0045202
713,ISS,GO:0098794
713,NAS,GO:0006958
713,NAS,GO:0005576
713,NAS,GO:0005602
713,TAS,GO:0006956
713,TAS,GO:0005576
7180,IBA,GO:0019953
7180,IBA,GO:0005615
7186,EXP,GO:0004842
7186,IBA,GO:0033209
7186,IBA,GO:0043123
7186,IBA,GO:0005737
7186,IBA,GO:1990604
7186,IBA,GO:0004842
7186,IBA,GO:0035591
7186,IC,GO:0009898
7186,IDA,GO:0023035
7186,IDA,GO:0033209
7186,IDA,GO:0038061
7186,IDA,GO:0042110
7186,IDA,GO:0042981
7186,IDA,GO:0043507
7186,IDA,GO:0045087
7186,IDA,GO:0051092
7186,IDA,GO:0051865
7186,IDA,GO:0070534
7186,IDA,GO:0160162
7186,IDA,GO:1905669
7186,IDA,GO:1905670
7186,IDA,GO:0002947
7186,IDA,GO:0005737
7186,IDA,GO:0005829
7186,IDA,GO:0097057
7186,IDA,GO:1990604
7186,IDA,GO:0004842
7186,IDA,GO:0030674
7186,IDA,GO:0031625
7186,IDA,GO:0046625
7186,IDA,GO:0061630
7186,IEA,GO:0002637
7186,IEA,GO:0023019
7186,IEA,GO:0030163
7186,IEA,GO:0034351
7186,IEA,GO:0046328
7186,IEA,GO:0048255
7186,IEA,GO:0071732
7186,IEA,GO:0097300
7186,IEA,GO:0097400
7186,IEA,GO:1903265
7186,IEA,GO:0005938
7186,IEA,GO:0012506
7186,IEA,GO:0045121
7186,IEA,GO:0008270
7186,IEA,GO:0031435
7186,IEA,GO:0044877
7186,IMP,GO:0002726
7186,IMP,GO:0032743
7186,IMP,GO:0043123
7186,IMP,GO:0043254
7186,IMP,GO:0051091
7186,IMP,GO:0051092
7186,IMP,GO:2001238
7186,IPI,GO:0000151
7186,IPI,GO:0005164
7186,IPI,GO:0005515
7186,IPI,GO:0019899
7186,IPI,GO:0019901
7186,IPI,GO:0019903
7186,IPI,GO:0030674
7186,IPI,GO:0031625
7186,IPI,GO:0031996
7186,IPI,GO:0042802
7186,IPI,GO:0043120
7186,ISS,GO:0065003
7186,ISS,GO:0009898
7186,ISS,GO:0035631
7186,ISS,GO:0005174
7186,NAS,GO:0034976
7186,TAS,GO:0007165
7186,TAS,GO:0051865
7186,TAS,GO:0070059
7186,TAS,GO:0005654
7186,TAS,GO:0005829
765,HDA,GO:0005615
765,HDA,GO:0070062
765,IBA,GO:0005615
765,IBA,GO:0004089
765,IDA,GO:0001580
765,IDA,GO:0005615
765,IEA,GO:0005829
765,IEA,GO:0008270
765,TAS,GO:0005576
7706,EXP,GO:0004842
7706,HDA,GO:0003723
7706,HDA,GO:0045296
7706,IDA,GO:0002753
7706,IDA,GO:0006979
7706,IDA,GO:0043123
7706,IDA,GO:0043627
7706,IDA,GO:0045087
7706,IDA,GO:0046596
7706,IDA,GO:0070936
7706,IDA,GO:0140374
7706,IDA,GO:0005654
7706,IDA,GO:0005737
7706,IDA,GO:0005829
7706,IDA,GO:0010494
7706,IDA,GO:0016604
7706,IDA,GO:0003713
7706,IDA,GO:0061630
7706,IEA,GO:0033280
7706,IEA,GO:0044790
7706,IEA,GO:0045893
7706,IEA,GO:0046597
7706,IEA,GO:1990830
7706,IEA,GO:0008270
7706,IEA,GO:0016874
7706,IMP,GO:0006511
7706,IMP,GO:0006513
7706,IMP,GO:0019076
7706,IMP,GO:0036503
7706,IMP,GO:0039529
7706,IMP,GO:0051091
7706,IMP,GO:0051092
7706,IMP,GO:0061630
7706,IPI,GO:0005515
7706,IPI,GO:0039552
7706,ISS,GO:0032880
7706,TAS,GO:0045087
7706,TAS,GO:0005654
7706,TAS,GO:0005829
79600,IBA,GO:0060271
79600,IBA,GO:1904491
79600,IBA,GO:0036038
79600,IEA,GO:0001701
79600,IEA,GO:0001841
79600,IEA,GO:0008589
79600,IEA,GO:0021523
79600,IEA,GO:0021537
79600,IEA,GO:0021904
79600,IEA,GO:0021956
79600,IEA,GO:0005615
79600,IEA,GO:0005856
79600,IEA,GO:0016020
79600,TAS,GO:0005829
79630,IEA,GO:0009611
79630,IEA,GO:0043491
79630,IEA,GO:2001013
79630,IEA,GO:0005576
8000,HDA,GO:0070062
8000,IBA,GO:0095500
8000,IBA,GO:0005886
8000,IBA,GO:0030548
8000,IBA,GO:0033130
8000,IDA,GO:0070373
8000,IDA,GO:0099601
8000,IDA,GO:0005886
8000,IDA,GO:0033130
8000,IEA,GO:0045202
8000,IEA,GO:0098552
8000,TAS,GO:0005576
8000,TAS,GO:0005886
83729,HDA,GO:0062023
83729,IBA,GO:0005615
83729,IBA,GO:0005125
83729,IEA,GO:0007165
83729,IEA,GO:0005179
83729,IEA,GO:0008083
84569,IBA,GO:0003796
84569,IEA,GO:0005576
84617,HDA,GO:0005634
84617,HDA,GO:0070062
84617,IBA,GO:0000226
84617,IBA,GO:0000278
84617,IBA,GO:0005737
84617,IBA,GO:0005874
84617,IBA,GO:0005200
84617,IBA,GO:0005525
84617,IDA,GO:0005874
84617,IDA,GO:0015630
84617,IDA,GO:0045171
84617,IDA,GO:0072686
84617,IEA,GO:0003924
84617,IEA,GO:0046872
84617,IPI,GO:0005515
8547,HDA,GO:0072562
8547,IBA,GO:0001867
8547,IBA,GO:0005615
8547,IBA,GO:0062023
8547,IBA,GO:0003823
8547,IBA,GO:0005102
8547,IBA,GO:0097367
8547,IDA,GO:0001867
8547,IDA,GO:0006508
8547,IDA,GO:0006956
8547,IDA,GO:0043654
8547,IDA,GO:0051607
8547,IDA,GO:1902679
8547,IDA,GO:1903028
8547,IDA,GO:1905370
8547,IDA,GO:0003823
8547,IEA,GO:0005581
8547,IEA,GO:0030246
8547,IEA,GO:0046872
8547,IMP,GO:0046597
8547,IPI,GO:0005515
8547,NAS,GO:0002752
8547,NAS,GO:0005576
8547,NAS,GO:0005615
8547,NAS,GO:0009897
8547,TAS,GO:0005576
8604,HDA,GO:0005739
8604,HTP,GO:0005739
8604,IBA,GO:0015810
8604,IBA,GO:0015813
8604,IBA,GO:0005313
8604,IBA,GO:0015183
8604,IDA,GO:0015810
8604,IDA,GO:0015813
8604,IDA,GO:0051592
8604,IDA,GO:0005739
8604,IDA,GO:0005743
8604,IDA,GO:0000514
8604,IDA,GO:0000515
8604,IDA,GO:0005509
8604,IDA,GO:0042802
8604,IEA,GO:0015804
8604,IEA,GO:0070778
8604,IEA,GO:1902600
8604,IGI,GO:0043490
8604,IPI,GO:0005515
8604,NAS,GO:0016020
8604,TAS,GO:0005743
8749,IBA,GO:0006508
8749,IBA,GO:0007155
8749,IBA,GO:0007339
8749,IBA,GO:0008584
8749,IBA,GO:0005886
8749,IBA,GO:0004222
8749,IEA,GO:0007283
8749,IEA,GO:0030154
8749,TAS,GO:0016020
8749,TAS,GO:0008237
8836,HDA,GO:0005634
8836,HDA,GO:0070062
8836,IBA,GO:0046900
8836,IBA,GO:0005773
8836,IBA,GO:0034722
8836,IDA,GO:0005615
8836,IDA,GO:0034722
8836,IEA,GO:0042470
8836,IPI,GO:0005515
8836,TAS,GO:0005576
8836,TAS,GO:0035578
8836,TAS,GO:0035580
8836,TAS,GO:1904724
8836,TAS,GO:0008238
8836,TAS,GO:0008242
90701,IBA,GO:0006465
90701,IBA,GO:0005787
90701,IBA,GO:0008233
90701,IDA,GO:0006465
90701,IDA,GO:0005787
90701,IDA,GO:0005789
90701,IDA,GO:0004252
90701,IPI,GO:0005787
90701,IPI,GO:0005515
90701,TAS,GO:0005789
9093,HTP,GO:0005739
9093,IBA,GO:0007005
9093,IBA,GO:0005739
9093,IBA,GO:0019901
9093,IDA,GO:0000122
9093,IDA,GO:0008285
9093,IDA,GO:0005739
9093,IDA,GO:0005759
9093,IDA,GO:0005884
9093,IDA,GO:0043231
9093,IEA,GO:0006264
9093,IEA,GO:0006457
9093,IEA,GO:0006924
9093,IEA,GO:0007264
9093,IEA,GO:0009408
9093,IEA,GO:0033077
9093,IEA,GO:0042102
9093,IEA,GO:0043069
9093,IEA,GO:0090398
9093,IEA,GO:0005634
9093,IEA,GO:0005829
9093,IEA,GO:0005524
9093,IEA,GO:0008270
9093,IEA,GO:0030544
9093,IEA,GO:0030695
9093,IEA,GO:0051082
9093,IPI,GO:0005515
9093,ISS,GO:0071340
9093,ISS,GO:0009898
9093,ISS,GO:0031594
9093,ISS,GO:0045211
93436,IBA,GO:0002244
93436,IDA,GO:0005829
9450,IBA,GO:0031666
9450,IBA,GO:0045087
9450,IEA,GO:0006954
9450,IEA,GO:0031663
9450,IEA,GO:0005576
9450,IGI,GO:0031666
9450,IPI,GO:0005515
9507,HDA,GO:0062023
9507,IBA,GO:0006508
9507,IBA,GO:0030198
9507,IBA,GO:0031012
9507,IBA,GO:0004222
9507,IDA,GO:0005615
9507,IDA,GO:0016607
9507,IDA,GO:0008233
9507,IDA,GO:0008237
9507,IDA,GO:0008270
9507,IPI,GO:0002020
9507,IPI,GO:0005515
9507,TAS,GO:0001501
9507,TAS,GO:0022617
9507,TAS,GO:0005576
9507,TAS,GO:0004222
9601,HDA,GO:0003723
9601,IBA,GO:0006457
9601,IBA,GO:0034976
9601,IBA,GO:0005783
9601,IBA,GO:0009986
9601,IBA,GO:0003756
9601,IDA,GO:0005615
9601,IDA,GO:0009986
9601,IDA,GO:0015035
9601,IEA,GO:0005788
9601,IEA,GO:0042470
9601,IPI,GO:0005515
9601,ISS,GO:0061077
9601,TAS,GO:0009306
