GENEID,VIA,AB40,AB42
2158,-1.37890373,0.952207563,1.464646853
2159,0.409803817,0.851099084,0.908886762
2160,-0.720246956,1.184187044,1.525187463
2162,-1.114984981,-0.131266836,0.739815638
2165,0.213672615,0.635173245,0.346755816
2167,1.011535975,-2.584867079,-1.738459727
2168,0.668074238,0.291751724,0.287071224
2169,0.602221537,-1.080182922,-0.582764188
2170,-0.014822021,0.327250483,0.600902778
2172,1.378841101,-0.287436532,0.079886983
2173,-0.003352078,0.745585464,-0.089099433
2175,-0.31136253,0.295584283,0.119096201
2176,0.154165638,-1.346008607,-0.67227969
2177,0.648237831,0.76453919,1.348388422
2178,0.336125823,-0.053107276,0.420841125
2180,0.611524069,1.224550692,1.152566749
2181,-0.16861927,1.315230039,1.535785478
2182,-0.150808691,-0.185431099,-0.048624416
2184,-1.360440299,1.133711363,1.163461708
2185,1.217046972,-0.51197005,-1.765094977
2186,-0.006338161,0.614912487,0.154428795
2187,-0.277942438,0.009197993,0.449332244
2188,0.113297387,0.725023925,1.252125932
2189,-0.948103452,0.053783788,-0.640712204
2191,-0.658309148,0.687245364,0.392934082
2192,0.670905749,-0.360011507,-0.823031278
2193,0.43442681,-0.097387954,-0.066038323
2194,-2.435326797,0.472588397,-1.422336591
2195,-0.871928294,1.334971344,0.7452609
2196,-0.683119941,0.258677005,0.705264743
2200,3.147476864,-1.607372037,-1.558293882
2201,-1.237907175,0.624627922,0.142388548
2202,-0.290051878,0.539787005,0.669363994
2203,-0.149083093,0.039797101,0.078717455
2204,-0.413319442,2.525710527,2.133376826
2205,-0.284309489,1.083282174,0.752536736
2206,-0.607823165,-0.075018964,0.266238815
2207,2.868122873,-0.721036204,-1.104966445
2208,0.389443126,1.662208323,1.026138886
2209,-1.292618063,0.777695399,0.447200334
2212,0.508123679,0.603981236,0.6403932
2213,3.097295885,-1.568690547,-0.944234464
2214,0.351818612,0.571568223,0.987367726
2215,-0.91167711,0.069985884,-0.322448002
2218,-0.489595053,-0.251221209,-0.280533849
2219,0.646853226,0.772887772,-0.028367162
2220,2.648165679,-0.133171463,0.715335907
2222,0.838415094,-0.414091227,0.013874381
2224,1.590234667,0.09197002,0.575918715
2230,-0.961813281,-0.338716944,-0.355513335
2237,1.191255589,1.455913856,0.825961373
2241,0.943144262,-0.039125921,-0.16354852
2242,-0.345037318,-0.12042297,-0.304642295
2243,-0.01460218,0.531409464,1.512785118
2245,0.101087697,0.503277435,0.436235779
2247,-0.519688381,0.743974661,0.09469246
2248,-0.770217389,1.012573281,0.39359386
2252,0.792018108,2.011483805,2.095750678
2254,0.371201743,0.403443641,0.535450973
2255,-0.029023615,-0.828419619,0.536894462
2258,-1.668100657,0.844899269,0.914665948
2260,0.31472714,-0.639619102,-0.483945434
2261,-0.262762804,-0.900794882,-1.336279233
2262,0.47444487,0.472063836,0.639029393
2263,-0.765500336,1.046111899,0.785310217
2264,-0.074298176,-1.209437038,-1.271206828
2266,-0.779685435,0.119577308,0.772267177
2267,-1.252970522,-5.478374719,-5.20910681
2268,-0.053814227,-1.166061781,-1.418673238
2272,0.426474995,-0.576068951,1.444861906
2273,0.228521307,0.621295554,0.178027563
2274,0.255858568,-4.528144852,-5.194435573
2275,-0.46663267,-0.544769301,-0.301758813
2277,-0.029023615,-1.175324454,-0.579150917
2281,-0.375002976,0.440862017,0.876060891
2286,-0.20229599,-0.124201986,-0.216976697
2287,0.917959284,-1.058042818,-0.431936659
2288,1.429026513,0.710456159,1.050265321
2289,2.073570429,0.534369246,1.163317865
2295,2.009819635,-0.071064175,-0.367287504
2296,-0.22777858,1.624750165,0.588812194
2299,0.105791011,-0.39951073,0.599371154
2305,1.775607436,-1.089222845,0.226519155
2308,-0.76382288,-0.751427107,-0.33321513
2309,1.193872577,0.383804598,0.276172218
2314,-0.671077871,0.432626136,0.500784435
2315,1.300130754,-1.223517554,-0.112746431
2316,-0.871132333,1.780077639,1.913848226
2317,-0.90648875,0.951503186,0.73998792
2319,3.405623224,-0.309569215,0.408197521
2321,1.417716986,-0.026234817,-0.414078888
2322,-0.779702746,0.543213306,0.074541745
2324,0.339531676,-1.287001171,-0.96070495
2326,0.037066488,-0.407078419,0.149556091
2327,1.370842838,-0.957876446,-0.742536483
2328,0.349378618,1.458501582,0.836856279
2329,2.103423372,-0.371354471,-0.104353212
2330,-0.69539267,1.325064694,0.900267149
2331,-1.345244443,-0.17335707,0.01205222
2332,1.109280072,-1.083052547,-0.565920059
2334,0.357971031,0.1874652,0.046222391
2335,-0.563962237,0.624286128,2.430214436
2339,0.112325582,1.331294154,1.582051569
2342,-0.292443337,1.150580502,0.297557488
2346,-0.078243192,1.30612317,0.376952745
2348,-2.084172651,2.33840948,1.558884564
2353,-0.571886366,-0.619752687,-0.669923518
2354,0.118211247,0.27961547,0.357773239
2355,0.977444816,-0.607704112,-0.989136243
2356,-0.079179165,0.38861947,0.306031638
2357,1.61461045,-0.259138247,0.110598952
2358,-0.646186057,1.461847311,1.010020304
2359,-0.471043251,0.966856234,0.731427514
2395,-0.628313698,0.177587186,-0.048098225
2444,0.894095059,-0.527380517,-0.649610393
2475,1.628707735,0.326388244,1.274445795
2487,0.494714506,0.460093342,0.080217963
2491,0.239861326,0.791674791,0.815275484
2492,0.775205924,-0.91715013,-0.192058271
2494,0.653911865,-0.969205969,-0.909762106
2495,0.153664641,0.716922975,0.682685141
2515,7.486311622,-4.652040983,-2.195255007
2516,-1.789631206,0.829480124,0.301524478
2517,0.8060481,-0.233098858,-0.106348722
2519,-1.967882037,0.145414301,-0.222826984
2520,1.5418483,-0.496934543,0.165105023
2521,0.211679161,0.532847456,-0.030454774
2523,-0.94678194,0.455966243,0.287089581
2524,0.24269094,0.174434044,0.558945113
2525,-1.798594533,0.492945697,0.35656984
2528,-0.894465822,1.42684268,0.752721635
2530,-0.41653088,-0.367997517,0.301782033
2531,1.050892877,1.273890029,0.844928995
2532,0.474195792,1.673076635,1.330330338
2533,6.211778498,-3.401011409,-1.490545323
2534,0.075263805,0.394592918,-0.00167669
2535,-1.621032045,0.36779245,0.788604101
2537,-0.307763889,0.206463742,0.724639187
2538,0.43857925,-0.339871898,-1.712115121
2539,-0.236765024,0.429565036,0.228645967
2547,1.223532156,0.172856631,1.519876798
2548,0.305938001,-1.380894059,-1.091396839
2549,-0.599783318,-0.190477539,-0.336535261
2550,-0.22140563,0.647639505,0.883795662
2551,0.095528518,0.037332093,0.526071256
2553,-0.205490378,-0.237818987,-0.325384597
2554,0.882833357,-0.636464632,-0.668888585
2555,0.473313135,-0.601778617,-0.722354692
2556,8.201793268,-4.670691208,-2.760389131
2557,5.528301239,-2.547357368,-0.967436069
2558,-0.609076353,0.378485448,0.716626941
2559,-0.182211807,0.537718839,0.611000465
2561,-1.016044093,0.637261971,1.133676868
2562,0.057192386,-0.054178378,0.298672686
2564,-0.753775255,0.342920074,-0.546715095
2566,0.544880465,0.021765595,0.617539416
2567,-1.140775535,1.772267249,1.566415857
2568,-0.019232674,0.698216398,0.789100254
2569,-1.022768787,-0.254792458,-0.257321283
2570,0.920950191,-0.557543971,-0.576678722
2571,0.116360602,0.919894049,1.017525428
2572,5.721530214,-3.237054736,-2.753298035
2574,0.104610335,0.172030547,0.630036763
2580,0.037246162,-0.04470116,0.404401128
2581,-0.054090542,-0.436902777,-0.017134061
2582,-0.133541542,0.02987599,0.19343755
2584,-0.902079764,0.172727036,0.253125631
2585,1.153652738,-1.16827596,-1.623012498
2587,-0.762546849,0.879367211,0.544761167
2588,0.708338852,-0.375838716,-0.412891843
2589,0.495433649,1.049630457,0.001488359
2590,-0.004067724,-0.283728392,-0.176373122
2591,-0.525265396,-0.482945294,-1.844554327
2592,-0.18320268,-1.215470169,-1.272347651
2593,0.201590137,0.081646712,-0.981961491
2595,-1.383370115,0.532524403,0.751010223
2596,-0.751507443,0.06365087,0.516672852
2615,-0.661078072,-1.870714256,-1.846039001
2617,0.317721255,-0.000354761,0.100990172
2618,-1.253194519,0.218106019,0.395229235
2619,0.112898196,-2.543658039,-1.568423958
2620,1.288953094,-1.855110006,-1.272252864
2622,1.367767031,-0.908215175,-0.51795513
2625,-1.394593481,0.397117416,-0.109765387
2627,2.746363763,-1.808343191,-0.722505228
2628,-0.768622925,0.906249683,0.561014839
2629,-0.027954441,-0.377312092,-0.228674896
2631,1.018044921,-0.774519545,-0.613268953
2632,0.840900571,-0.413262232,0.27698858
2633,-0.406945949,-0.099482247,-0.210977699
2634,-1.237030653,0.139882106,0.192073298
2635,1.883957714,0.007086957,0.746343626
2638,1.188565571,-0.71983503,-0.816907395
2639,-0.133541542,-0.052614274,0.125088077
2641,2.687479513,-0.146205037,-0.540545808
2643,0.43863037,0.059846085,0.027653993
2644,-0.086298375,-0.601027617,-0.919817212
2645,-0.269434204,0.705911777,-0.299148092
2646,0.159157219,0.462314755,0.42367616
2648,0.201335781,-1.028435274,-1.323079513
2649,0.838675581,-0.757798689,-0.286603654
2651,-0.442136928,-0.069321781,0.230305668
2652,0.456491417,-1.058955186,-1.359914843
2653,-1.666965553,1.478839457,1.499672658
2658,-1.957307932,1.812209689,1.670283764
2660,-2.709550762,1.720691033,1.686179911
2661,-0.616957984,0.889985961,1.084332494
2664,-1.629886573,1.054753176,0.558386279
2665,-0.298294674,0.198003752,0.316008074
2668,-1.521862618,-0.265008472,-2.434756695
2669,-0.483401787,0.247705578,0.756501529
2672,-0.610944694,0.585969538,0.781855584
2673,0.499147521,-1.235108464,-1.516867641
2674,0.707862425,0.517069367,1.297864807
2675,-0.744288861,2.097879217,1.128726315
2677,-0.92848408,0.101774074,0.062583352
2683,0.838752112,1.31438385,0.877543486
2688,-0.134826971,0.148745184,-0.206322921
2689,0.295971652,-0.348763151,-0.463866017
2690,1.425608842,-0.898022077,-0.99590163
2691,-0.320003068,0.124663471,-0.248513464
2692,2.513967851,-0.928195949,-0.113422168
2694,-0.028274567,-0.258609869,-0.649587606
2695,0.393851226,0.199451386,0.478303637
2696,-0.457594677,1.472947397,1.279472519
2702,-0.364060082,-2.402088934,-2.923410525
2703,0.435175014,-1.901498909,-2.447665151
2705,-0.340639356,0.345871017,0.010230787
2706,3.749004103,-1.242177906,-2.691301766
2707,1.028531422,-0.678836861,-0.306754802
2709,-0.693902119,-0.049615207,-0.145329502
2710,0.663539807,-0.164744668,-0.680164426
2712,0.684746717,-0.162756163,0.349417995
2717,-1.308996875,1.195279528,0.543270012
2720,-0.202929467,-0.242155707,-0.40475046
2729,0.214089508,0.815334911,0.770619625
2730,0.445525857,0.429439607,0.25425488
2731,-0.236644893,1.698234664,1.258794088
2733,-0.241222927,2.049583531,1.27584163
2734,-0.393956115,0.515414597,0.957560514
2735,-0.522620675,1.305082312,0.905817511
2736,-0.525336043,0.323369607,0.520203772
2737,0.048464407,-1.292904591,-0.75518922
2738,0.296831603,-0.215828648,0.109448182
2739,-0.502020945,1.35569943,1.669446491
2740,-0.527277383,0.569458837,0.818345787
2741,0.013237961,1.14302919,1.051302307
2742,-0.432728559,-1.02020445,-0.564508231
2743,-1.548259464,-0.213192298,-0.388825017
2744,-1.32826472,1.692687792,0.838473614
2745,0.467099956,1.366502516,1.220680654
2746,-1.948171274,-0.145494673,-0.388280008
2752,-0.203979817,0.696384034,0.092602277
2760,-1.398671037,1.487088887,1.278739925
2762,0.725470473,-0.195280096,0.272386771
2764,0.39766389,0.155907852,0.232305759
2765,-2.83668171,1.01194212,0.468443251
2766,0.135332893,0.039405707,0.383469623
2767,-0.0230269,0.495214742,0.556280653
2768,-0.941051055,0.302947864,0.107267202
2770,2.127877443,0.199051299,-0.687045718
2771,1.027587566,0.080754145,0.735893527
2773,0.61031299,-0.583513987,-0.157053986
2774,-0.460162588,1.31623452,1.137546015
2775,-1.176588237,0.264464115,0.013599064
2776,0.180904208,-0.403611668,-0.424832147
2778,-1.323654771,-0.743831539,-0.504504357
2779,-0.054090542,-0.238554935,-0.566357203
2780,-0.156726457,0.753624749,0.633927532
2783,-0.460140472,0.31301993,0.038748065
2786,0.118175066,-1.013504919,-1.740042951
2787,0.254302158,0.014151346,-0.171760831
2791,1.032374062,-0.125561289,-0.142545249
2793,0.1706969,-0.842369371,-0.801224595
2794,1.174852976,0.730409737,0.708657044
2796,1.126889882,0.994427165,0.341780466
2798,-1.006114509,0.755561331,0.482033373
2799,1.03512241,1.305075514,1.418864103
2800,0.548902293,0.271959356,0.551900411
2801,-0.114432975,0.229451627,0.043734885
2802,-1.278439464,-0.203004922,0.168227511
2803,0.13360116,0.24022866,0.498839467
2804,0.641192788,-0.773036448,-0.75803998
2805,0.377240692,1.302043212,1.09486131
2806,2.099889068,-1.162913933,-1.145854136
2810,0.880703912,1.191788056,0.605261527
2811,0.742126028,0.842552601,0.722639755
2813,-0.105631983,-0.41500601,-0.487895682
2814,-0.289710117,0.491114544,-0.058655355
2819,-0.464981542,-0.302348072,-0.701316665
2820,0.58970555,-0.043189636,0.2736347
2821,-1.088902203,1.675289191,0.952645652
2822,0.10117163,0.896426271,0.913525488
2823,0.656790286,0.550381436,0.489009928
2824,-0.290575224,0.909910403,0.543288521
2827,1.83797857,-1.068698535,-0.064489202
2828,-0.260017055,1.130832008,1.189447763
2829,0.811189966,-0.592178394,-0.482725153
2830,-0.458060852,-0.077301717,-0.007388086
2835,1.296944512,-0.807056716,-0.282936669
2838,-0.785040701,0.384630474,0.584875161
2840,-1.153864936,1.248827311,0.625426891
2841,0.649525753,-0.380043638,-1.127071787
2842,-0.469185553,-1.104146015,-1.386530709
2844,0.672185354,0.450573461,0.197854637
2846,0.443090772,-0.221284679,-0.163466331
2847,-0.700583745,0.381916509,0.149917482
2849,-1.00993305,-0.486635381,-0.616824452
2854,-0.418973684,1.571416997,1.011523022
2857,0.154458379,-0.342517148,-0.114574899
2863,-1.625556515,-1.458807409,-2.021487245
2865,0.665385654,-0.258884807,-0.031135523
2867,-0.197663431,-0.957959451,-0.673011784
2868,-0.666154647,0.619782066,0.868787469
2869,0.183229543,-1.53802446,-1.601052281
2870,-0.063749819,-0.437935232,-0.433974884
2872,-0.114057924,0.400368972,1.208698777
2873,-0.290051878,0.621570962,0.463240038
2877,-0.312100881,0.232236696,-0.296142097
2878,0.402397696,-1.91643028,-1.734348631
2879,1.804319815,-1.743797253,-1.028362683
2880,-0.079466312,-2.002867039,-2.383770188
2882,0.909694749,-2.253818024,-2.381275981
2885,0.507918839,-0.716297468,-0.511305782
2887,0.089704715,0.336325404,0.697852404
2888,0.993574796,-0.222723074,0.319550038
2889,-1.233795879,-0.304791071,-0.166039789
2890,0.617111762,-0.708668792,-0.689471645
2891,-0.123046545,-0.347039786,-0.170841466
2892,-0.089982572,0.032232676,0.072935525
2893,0.263341332,0.28692137,0.459108447
2894,0.35664235,0.365140054,0.732226259
2896,-0.829152369,-0.20501238,-0.250117807
2897,3.436750452,-2.431803226,-0.654167886
2898,1.792904314,0.663290988,0.869190278
2899,2.276913778,-0.370758832,0.522036082
2900,0.296769963,-0.255714762,-0.383887254
2903,4.168329442,-1.898894683,-1.059150339
2904,-0.043454631,0.698052311,1.010008833
2908,3.417223443,-0.186414977,-1.906379807
2909,0.134385259,-0.030169115,-0.247390431
2911,0.441018177,0.145864045,0.670008831
2913,-0.201832954,0.394344246,0.98933316
2915,-0.414474613,0.373546931,0.888437487
2916,-0.36985256,0.085874272,0.305510493
2917,1.374890576,-1.487403194,-1.383169835
2919,0.006208877,1.328261527,1.268612354
2920,-0.427178531,0.582872405,-0.037652011
2921,1.088248573,0.652271206,0.33622736
2922,1.680696572,-0.975415418,-0.792119167
2923,1.475588913,-2.238936931,-1.088126155
2925,-0.160501733,1.515486723,1.912207424
2926,1.542859685,-0.006108808,0.380942551
2931,-1.269568765,0.862773937,0.491718918
2932,-0.023324179,-0.184567969,-0.223631326
2935,1.160848526,-0.944386981,-0.766932957
2936,0.049683498,0.552646079,0.321872862
2937,0.034309681,0.592536224,-0.800534327
2940,0.444869448,0.477871765,-0.12664206
2941,-0.375814548,0.283024692,0.241791868
2944,1.281245852,-1.58805556,-0.839140031
2946,-1.031397049,0.599274045,0.207602768
2947,-0.888834886,0.502407989,0.630935163
2948,-1.518971183,0.65745094,0.170731534
2949,-1.432503938,0.032553715,-0.334468273
2950,0.788788072,-0.263238133,-0.216343049
2952,-0.363211205,0.583774169,0.839566453
2953,-0.853379465,0.9243465,0.91632434
2954,0.030155899,-1.009685341,-1.675139743
2956,-0.983026855,-0.202523949,0.137303448
2957,0.370200084,-0.65132162,-0.729498426
2958,4.915263538,-2.350271116,-1.148000993
2959,0.380086269,1.728848205,0.977360515
2960,-0.397378353,-1.369212284,-0.3866215
2961,-0.05280201,1.697390831,1.718071057
2962,1.477399389,-2.098193663,-1.895809544
2963,-0.773714364,1.046252957,0.960684113
2965,3.387790229,-0.266190172,0.191206833
2966,-1.750436651,2.088478377,0.776762363
2967,-1.028685536,1.652274978,1.627348551
2969,0.076040128,0.939482064,0.908207436
2971,-0.368533985,-2.586333318,-2.800990955
2972,-0.177744192,-0.005849552,0.153395797
2974,0.308647897,0.156834905,0.273302794
2975,-0.158421674,1.731931861,1.999098598
2976,0.61317428,0.549446082,-0.502428213
2977,0.501166346,0.174062561,-0.512072271
2978,0.171280307,0.910037303,0.573272074
2979,0.003352078,0.41277535,0.939796595
2982,0.674490759,0.139550507,0.679690535
2983,-0.760806528,0.064920824,-0.098405205
2984,-0.776229398,0.815352894,0.946360395
2986,-0.31663858,0.371316579,0.160624269
2987,-0.868959459,0.538803641,-0.349742718
2990,0.082159786,-0.395870013,-0.019509729
2992,1.095542626,0.070529821,0.046267332
2993,-0.279831007,1.099615611,0.852186158
2995,-0.941657453,0.651828599,0.66314612
2997,0.198647386,-0.114042068,-0.324485717
2998,1.209947486,-0.221009895,-0.74228135
2999,0.150535203,0.399555597,0.118231691
3000,0.034309681,-0.066303663,-0.93301576
3001,-0.752335394,1.157142967,0.933726744
3002,0.891577294,0.381341288,0.204507095
3003,-0.957579502,0.393814207,0.396384092
3005,-0.813709387,1.523367777,0.840347079
3006,0.705847039,-0.017814969,-0.675196189
3007,1.199181157,-0.574788319,-0.372205646
3009,-0.01339829,-0.336437027,0.497824232
3010,-0.292209458,-0.911624601,-0.866934619
3012,-0.866875137,-0.129487279,0.324827082
3015,0.221703146,-0.208697454,-0.217430296
3017,0.030488673,-0.794273731,-0.368858508
3021,1.602414238,0.721375908,0.367040907
3024,0.158716311,-0.303495619,0.027581968
3026,-0.273522699,0.021923,-0.097021888
3028,2.533305453,-1.156958534,-1.607218395
3029,0.884682732,-0.819959171,-0.580057815
3030,-0.349163389,0.157248137,0.430059346
3032,1.3154433,0.252425708,0.273701895
3033,0.612142472,0.189560637,-0.238969114
3034,1.112505599,0.613982002,1.612191511
3035,0.701426549,-0.403563244,-0.029508013
3037,-0.428767822,-1.460274195,-1.52066451
3038,-1.73786488,-2.25806931,-1.906836048
3043,1.758275862,-2.001570458,-2.82878687
3045,0.014635644,0.633051992,0.297375928
3046,0.849180705,-0.526935037,-0.642205097
3047,0.058777943,0.276113613,-0.73426633
3052,-1.162743187,-0.944258137,-0.896599693
3053,-0.035466702,0.045138058,0.030963199
3054,-0.464780548,1.640412648,0.719987371
3055,-0.826741112,-1.121404146,-2.099821177
3059,-0.268479695,-0.438456329,0.011034015
3060,0.127893506,0.178319335,0.320160385
3062,-0.897395579,-0.748835334,-0.699478698
3064,0.945190385,-0.066599389,0.169535761
3065,-1.331906455,0.072808488,0.123910853
3066,0.229199095,0.099818937,0.092034221
3067,0.220554305,1.138817008,1.375040202
3068,-0.185308616,-0.19447175,-0.084438773
3069,0.318671914,-0.353551318,-0.114212666
3070,0.52802501,0.44281529,0.928897274
3073,0.645917284,-0.6032001,-0.882842857
3074,0.726185438,-0.489891157,-0.79524596
3075,0.314877252,0.362057012,-0.049240415
3077,0.022211669,0.72904439,1.090051068
3078,0.529285357,-1.480222348,-0.629008968
3082,-0.335660989,-1.430999582,-1.734268377
3087,-0.052962272,0.276655949,0.645977796
3091,1.169428511,0.810851474,0.194144453
3092,-0.311911181,-0.551193917,-0.74612702
3093,0.796166807,1.700649329,0.904477112
3096,-0.15732773,1.777304106,1.666868912
3097,-0.210651796,0.692259323,0.439184231
3098,-1.054814209,1.558403243,1.42216012
3099,0.229549974,0.257223699,0.296078834
3104,0.873162215,0.130998881,-0.375655437
3105,0.571962316,-0.682611272,0.036201251
3106,0.74993099,0.167481361,0.548809798
3107,0.066509652,0.881479193,0.639274357
3108,0.812842185,-0.058360704,0.000216993
3109,0.020767713,1.974833703,2.022248927
3111,0.343577717,0.239466925,-0.160770578
3112,0.789273227,1.091705874,0.671920013
3113,0.139863271,0.39406787,0.159768004
3115,-0.508044149,0.631748612,1.012928272
3117,-0.898997564,0.618179747,2.222723708
3118,0.861943775,-1.185113552,-0.74998002
3119,1.711263337,-0.089257919,0.322164553
3120,-0.57199482,1.449921306,0.170044307
3122,-1.000500966,0.639402507,2.83198871
3126,1.177999086,-0.416762492,-0.729839174
3133,0.773943484,-0.19416369,-0.873537537
3134,-0.50666004,1.568384043,0.974876818
3135,1.389654093,-1.107022593,-1.702700564
3140,-0.924091902,0.46292182,-0.178343421
3141,1.614936886,-0.391056709,-0.228976641
3148,-0.629246686,0.615081487,-0.384327186
3149,1.092008692,0.212409472,0.079217428
3155,1.325570241,-1.145801297,-1.146387144
3156,0.639291956,0.846694164,0.514959574
3157,-0.963648125,1.112686288,0.717936562
3158,-0.139353783,-0.734560627,0.338893221
3161,0.414470486,-0.57317574,-0.836556285
3162,-1.415893604,1.061818851,1.325030029
3164,0.215937335,-0.977406293,-0.211806146
3172,2.364179294,-0.716660627,-1.111084722
3174,0.192936311,0.692470467,0.270282684
3181,0.007586834,1.435503339,0.821545006
3182,1.115296646,-0.160425106,0.082228709
3183,-0.541418394,1.277811815,1.426326144
3184,1.181278186,1.287318952,1.594167736
3185,0.655399498,-0.411432842,-0.288055776
3188,3.44296055,-2.850565226,-2.63854136
3189,-3.34272724,1.569145192,1.165305928
3191,1.163004245,-1.510796063,-1.029563682
3192,0.906973244,-1.644983021,-0.951160014
3198,-0.269555006,1.098001962,1.147731012
3199,0.944079887,1.616500189,0.716072867
3201,-1.036536918,0.387305711,-0.027550141
3202,2.563995828,-2.525176321,-2.578080796
3204,2.770676253,-0.96932719,-0.272116495
3206,-0.365358059,0.052004771,-0.790278763
3208,1.04833642,-0.282713816,0.025220879
3209,0.934800884,0.081627638,0.095026326
3212,-0.789805716,0.014169096,-0.373270178
3216,0.470005566,0.924265965,0.208326497
3217,3.814628101,-2.221932233,-1.595964773
3218,0.239507318,-3.190880957,-4.66780879
3219,-1.877660337,0.43769364,-0.921092001
3221,3.226385434,-2.198108741,-3.623032342
3223,0.825639208,-0.789306044,-1.081495365
3225,0.149936057,-0.150180128,-0.758971432
3226,0.559117491,-0.484293212,-1.004788302
3227,0.482438241,0.650474782,0.814702709
3228,0.908841463,-0.094140008,-0.684918011
3232,2.928286622,-0.604288605,0.102089526
3233,-0.677517426,0.784168457,1.151428844
3235,2.040723871,-0.52020839,-0.660763619
3239,0.367396526,-0.646496716,-0.457321423
3240,0.878235799,-0.209190904,-0.276190228
3241,0.09327613,1.467226247,1.52955593
3242,-0.071783423,0.347784644,0.315357131
3248,1.448948701,-0.76017361,0.384878883
3250,-1.047591375,0.962278966,0.961420562
3251,-0.973115154,0.589739245,0.4361365
3257,-0.098543564,-2.347357427,-2.487068347
3263,0.378779292,-0.157230542,-0.512970485
3265,-0.443045208,0.765915922,0.620261234
3266,0.084252691,0.751171275,1.533947138
3267,0.406171565,-0.005303343,0.575810748
3269,-1.031397049,1.538432031,0.226380208
3270,-0.623751977,-0.841619206,-1.799703393
3273,-0.400910009,1.750975216,2.062111815
3274,-0.120005477,0.208253051,0.952995693
3275,0.230847293,-1.86534496,-1.933704806
3276,-0.188146769,-0.465832998,-0.388205376
3280,0.77343775,-0.858727238,-1.462392941
3281,-0.561659016,0.462883217,0.41881493
3283,0.48757373,0.377942612,0.350524208
3284,0.358691871,-0.228787104,0.308970888
3290,-0.699052957,1.69257607,1.343809925
3293,0.138750474,-0.265743366,-0.451689432
3294,0.032767676,-0.298619559,-0.069105716
3295,0.429146449,-0.564616826,-1.987578013
3297,-0.296702349,0.314136742,0.501347943
3298,-0.820205626,1.011545686,0.957006128
3299,1.101635951,-0.909101767,-0.001021208
3301,1.989024626,-2.796759378,-0.757867239
3303,0.020159825,0.417802307,2.026770455
3304,-0.941172331,0.510138026,0.768622551
3305,0.533305826,-1.453657463,-1.290467343
3306,0.27240211,-0.536715325,-1.059051274
3308,-1.162804286,1.142693984,1.101422485
3309,1.422211864,-3.815791016,-2.169549925
3310,1.659612491,0.213258774,1.232995332
3312,0.658609839,-0.503560209,-0.185682371
3313,-0.437799234,-0.127866164,-0.553854991
3315,0.083832046,-0.375918881,-0.648142683
3316,0.16699353,-0.488168608,-1.486089014
3320,2.222258631,-0.036186707,-0.712690018
3321,0.400834096,-0.171830057,0.060383255
3326,-0.256055043,1.098458815,2.207910152
3337,1.408226194,-0.203373767,-0.185185155
3338,0.125455795,-0.751368531,-0.453388778
3339,0.16949902,0.998187281,1.305992638
3340,-1.661218542,2.069254669,1.032320221
3344,-0.946096857,1.065866143,0.904834125
3346,-0.330773648,0.808835405,0.900501667
3347,0.561009839,-1.616178509,-1.957634523
3350,1.428020628,-1.220122498,-1.07295615
3352,1.080542868,0.623598733,0.300404976
3354,1.134641262,-1.084433394,-0.995302251
3355,-0.876446342,-0.207905351,-0.739836483
3357,-1.051674809,1.197413074,1.447331595
3358,1.176278758,2.629226771,2.656643951
3359,-0.401941895,-0.883201301,-1.029742184
3360,1.725153305,-1.544862931,-1.749998897
3363,0.001655099,-0.78270086,-1.27541403
3364,0.478587033,-0.219436754,-0.507216108
3371,1.393704709,-1.483585922,-1.496572991
3373,-0.282267645,1.224434177,1.720699099
3375,-0.564249348,0.343577565,0.024555023
3376,0.492217809,0.099206829,0.149186129
3381,-1.206085591,-0.104753662,-0.205091241
3382,-0.562246093,0.673555397,1.057578717
3383,0.15404422,0.055535565,0.376447563
3384,0.79585695,-0.558437794,-0.516401432
3385,0.059421617,-0.004830699,-0.839288748
3386,-0.311738426,1.144718925,1.189171067
3394,0.548991594,-0.532426929,-0.586241392
3396,0.714758244,-0.374347452,-0.239374863
3397,-0.45923533,0.089235233,0.081820032
3398,0.338453088,0.067272027,-0.232838364
3399,0.435948507,0.51807359,-0.217474622
3400,-0.0786469,-0.233974025,-0.406054337
3416,-0.44170164,1.633415308,-0.050289085
3417,0.567761355,-0.958140506,-0.400595051
3418,1.090492354,-0.032932952,0.276939249
3419,-0.087199938,0.515955132,0.049295573
3420,0.084797941,-0.022200402,-0.740984568
3421,0.180155311,0.393650055,0.118861595
3422,-0.927282241,1.645313787,1.311419609
3423,1.709017464,-0.108234369,-0.909572849
3426,0.301641848,0.158904821,0.263345067
3428,0.783956553,-0.197898765,0.189231107
3429,-0.020190028,0.59741081,-0.230255107
3430,-1.634208089,-0.682493184,-2.101536414
3431,0.093187561,-0.110013605,0.015708304
3433,2.03430114,-1.927830011,-1.418033656
3437,1.981271219,-1.645764847,-1.842568555
3442,-1.20135919,1.476341951,0.856040381
3443,0.269411528,-0.717766004,-0.697710889
3445,-0.196500847,0.475937199,0.235445349
3447,0.729909544,-0.301959751,-0.322458637
3454,0.917824256,-0.506853994,0.294194239
3455,0.221703146,-0.307895262,0.589071363
3456,0.079474394,0.341092348,0.447538921
3458,0.359651546,0.162073496,-0.145941948
3459,-0.18320268,1.108515121,-0.048115513
3460,0.492950223,1.197346091,0.626500431
3467,1.06510097,0.110589311,0.177010239
3475,-0.207886261,1.087225702,1.206954378
3476,0.18769781,0.04099654,0.558539783
