GENEID,VIA,AB40,AB42
367,-0.779378367,-0.935435759,-0.718524803
369,-0.033091297,1.959370842,1.858056237
372,-1.83080114,0.675528485,-1.085238752
373,-0.387582339,0.473915881,0.08204102
374,-0.552565158,1.664147907,1.048290431
375,1.568967978,0.826058946,1.191365474
378,-1.027824907,1.193730095,1.607261551
379,0.970379642,-0.034388686,-0.260135308
381,0.34281465,-1.211301172,-1.564671247
382,0.637138683,-0.754658161,-0.669707571
383,-0.126664581,-0.513420631,-0.479540476
384,0.424886171,-0.401188069,-0.596291879
387,1.003926971,0.095129667,0.416173675
388,-0.7160914,0.764148639,0.345430699
389,-0.906474423,1.616403423,1.545950805
390,1.253317732,-0.576597066,-0.174533363
391,-0.727679642,1.140915574,-0.06174907
392,0.16028426,1.031807635,0.505378152
394,-0.588294899,-0.213507424,0.327284054
395,-0.142672943,0.583587595,0.984584222
396,0.872510112,0.945988982,0.547005784
397,0.457001462,-1.266679852,-1.195785076
399,-0.434446941,-0.33495885,-0.049171099
400,0.600907616,0.003318975,0.146720033
402,0.321332823,0.588303237,0.714875089
403,1.289165179,-1.2812304,-0.350048704
405,-0.182431155,-0.084419539,0.376852405
406,0.757949917,-1.484172255,-1.086719089
407,0.340953353,0.016347978,0.394665992
408,-0.188842843,-0.578584015,-0.754829243
409,-0.47881687,-2.895480516,-2.052881221
411,-0.430562154,-0.866187882,-0.977477746
412,0.9854196,-0.499285198,-0.377736476
414,0.758828647,-2.091584172,-1.965957869
415,-0.059907041,-0.031010243,-0.330590317
416,-0.823098377,0.638597289,-0.356341962
417,-0.041243371,0.449700451,-0.516393831
419,-0.072628645,0.307563318,-0.222054107
420,-0.075760351,-1.018962448,-0.38438633
427,0.435412091,-0.2296193,-0.090508632
430,-0.366004558,-1.022914776,-1.683721564
432,-0.820470371,0.649069625,0.183997805
433,0.659983493,0.396566622,-0.239566118
435,0.238110283,-0.851456392,-0.737110137
438,-0.103225115,0.964124723,0.82770431
439,0.247901388,0.813337728,0.374870822
440,2.267219915,-0.490872066,-0.195149851
443,0.074852051,0.000502671,0.122126993
444,-0.215726774,-1.497663355,-0.832664911
445,1.126931993,-1.008531236,-1.208419589
460,1.838160389,0.256419867,0.619404675
462,-0.131884545,0.517158048,0.627191734
463,2.935701011,-8.3245495,-7.061054788
466,-0.7034904,1.877312357,1.434251725
467,1.21665379,-1.503456801,-0.106121186
471,0.746650917,-0.310449407,0.044153359
472,-0.536001437,-0.33075042,0.569071224
473,0.14027029,0.331209331,0.544198664
476,-0.754828291,2.234507722,1.966207694
477,-1.09342586,0.387075284,1.22443761
478,0.205596833,-0.024120982,0.425594767
479,1.888391697,-1.323769048,-1.950171655
481,0.578523856,-1.860135186,-2.483131988
482,-0.434823707,0.088321655,-0.435388405
483,1.039427309,-0.067240741,-0.096015636
487,0.750811051,0.308642901,0.007332757
488,-0.548397415,-0.833810328,-0.134073579
490,0.348870488,0.123546888,-0.104840043
492,0.20051989,-0.027054559,-0.401011622
493,0.333752693,-0.57802964,-0.771113809
496,4.874400949,-2.360394392,-1.315602739
498,-0.8365917,0.748504252,0.863600619
501,1.108429115,-0.745801747,-0.56000748
506,1.16036415,-0.695431964,-0.565075768
509,0.10988049,0.523436955,0.048703905
513,-0.319153186,-2.849079493,-3.238521143
514,-0.999318377,1.293787391,0.778866642
515,0.18827026,-0.695907737,-1.02037124
517,-0.073548082,1.555940144,1.59844045
518,1.777714843,-1.871693322,-1.321393677
521,0.870037518,0.038558266,0.281427383
522,0.353583394,1.141273229,1.584334547
523,0.434318226,-0.199766877,-0.242761352
525,-1.767225845,-0.034722091,-0.180032366
526,1.629020969,-0.847796525,-0.60237243
528,0.463049572,-0.284647049,-0.28574604
529,0.75069368,-0.075028505,-0.013499078
534,0.123851508,-0.351668168,-0.096011098
535,0.00044963,0.533747479,0.659868078
537,-0.772298637,1.566686475,0.06368615
538,-1.76182716,1.721330495,1.914343214
539,0.95733482,-1.357282852,-1.090905159
540,-0.816234101,1.501450976,1.876381758
545,2.719921971,-0.91037408,-0.548983244
546,-0.548356825,-1.03958983,-1.198920121
547,-0.395160612,-1.545135246,-1.520450181
549,-0.068442831,-0.353227967,-0.540977955
551,-0.036077666,0.948770853,0.647998493
552,4.969306736,-2.873489959,-1.840979866
558,0.716313516,1.171851617,0.594563963
563,-0.00487299,0.025026448,-0.572631607
567,-0.660321069,0.246326819,0.242011602
570,-0.415053621,-0.536268399,-0.648177027
571,1.453163298,-0.143137634,0.250041248
572,0.096442037,-0.014019298,-0.636171402
573,0.39766389,1.962796796,1.612712361
574,1.219460263,0.04238155,0.562124686
578,0.158121629,1.058970674,0.387873169
580,-0.242989555,-0.21509387,0.017588873
581,0.113116398,-0.492563676,-0.109706874
582,0.7589247,-0.204602481,0.419559801
583,2.173476639,-1.582001444,-1.422855081
585,-0.458863163,0.536215739,0.093915379
586,0.874520369,-0.927725148,-0.278062174
587,0.864244108,-0.076667356,-0.379758523
590,2.598453856,-0.960875538,-1.026974278
593,-0.286226511,-1.718180579,-1.985707182
594,1.090455922,-0.075031908,0.120990419
595,1.178323641,-0.03919603,-0.938366082
597,0.907573563,-1.336601846,-0.927301745
598,0.002587569,-0.152912216,0.0354063
599,-0.683119941,0.506676118,0.125527384
602,1.159222107,0.37682204,0.834173114
604,-0.183238896,-0.191586675,-0.208191256
605,-0.464383947,0.155168253,0.514046727
607,0.322433012,-0.02478539,-0.203248754
608,-1.139321502,1.335831411,1.378696562
610,-0.11692603,0.399705872,0.082119525
611,-0.049266574,-0.051113677,-0.187572203
613,-2.143123174,1.190973891,0.609451783
617,-0.258176125,-0.191007114,-1.116150191
622,-0.924967957,1.426694271,1.028855408
623,-1.517008524,0.308557851,0.400879275
624,1.690426148,-0.304969152,-0.480906686
627,-1.123644271,0.247192525,0.282584275
629,1.231060209,-0.350972696,-0.392805843
631,-0.215144419,0.104576466,-0.06429143
634,-1.255013438,0.066670699,-0.378483016
635,0.500607632,0.287940242,0.693705355
636,0.424310245,0.329660175,0.405096479
637,1.238183631,0.353164354,0.331397998
639,0.04893847,1.226950933,0.51174989
640,-0.171383367,-0.437455371,-0.279958127
641,0.754242913,0.040481729,0.573269807
642,0.640273621,-1.617955789,-1.586340967
643,3.740520136,-2.366492999,-1.224658235
644,-0.959150441,-0.189983486,-0.070419626
645,0.548902293,0.157677446,0.595361577
646,1.482576996,-1.32942172,-1.150410898
648,0.515009395,-0.125288823,0.00385264
649,2.112116442,-3.966736055,-3.630285635
650,1.140893548,-3.588497582,-3.599826962
651,0.99836866,0.277980061,0.640107349
652,0.135755005,1.417106797,1.092363582
653,0.89328694,-0.243136192,0.128772068
654,-0.347050264,-0.654679102,-0.530168396
655,0.278663999,-0.359061014,-1.016519135
657,3.882177712,-1.401179223,-1.064934041
658,-1.162773617,0.5134959,0.346925488
659,-0.328788676,0.892953516,0.471660683
660,0.035277321,-0.645297027,-0.207590629
661,-0.268949576,0.034709681,-0.881111897
663,1.067755048,0.29733002,0.161274423
665,4.37628119,-2.055374884,-1.430995508
666,0.694879579,-0.511728253,-0.095577159
667,0.307910077,-2.011906991,-2.397799411
669,-0.745550682,0.605313839,0.432328683
670,-0.348785112,0.011805271,0.51148073
671,0.063992215,-0.103227025,0.030555387
672,-1.059613833,0.017253178,0.20483317
673,1.059397542,-0.207229672,-0.054021111
675,0.785557655,-0.200349231,0.316916591
676,1.500620557,-0.111277765,-0.406868176
677,-1.158305558,0.286739203,0.295738524
678,4.806770268,-0.593394735,-1.155106881
680,-0.214869801,1.143761624,1.293164521
682,0.066490834,0.223948706,0.601580288
683,-0.017469185,0.126114512,0.519486949
684,0.148176015,-3.364448281,-2.93922049
685,-1.46488023,0.790611805,0.63753254
686,1.971301439,-1.760946442,-3.505374429
688,-0.196161441,-0.143158853,0.19890053
689,-0.672870189,1.757022658,1.604529798
690,-0.529791557,-0.584332805,-0.769536127
695,0.052656765,-0.174674458,0.154495729
696,0.604902585,-0.293204091,-0.367109654
699,-0.520174145,0.699839545,0.504321952
701,-0.083936621,-0.277771726,0.041605167
705,0.337422982,-0.697977545,-0.605052454
706,1.769712654,-0.872871533,-0.270245326
708,0.007639902,0.161969333,-0.21773185
710,0.046721021,0.62286206,0.960557832
715,-0.998098534,0.226616196,0.56252305
716,0.761498506,-2.45791863,-1.556603998
717,-0.169142244,1.187270945,1.279392523
718,-0.901490579,0.634636373,0.596702819
719,1.049797102,-0.033095374,0.282238181
721,-1.52313098,1.465090766,0.334651787
722,0.259290211,0.727726295,1.205140747
725,1.132259321,-0.268300352,0.310279862
727,-1.403264323,2.191608766,1.817225579
728,-0.415053621,1.547858387,1.346527282
729,-0.660837471,1.815553615,2.211687338
730,1.445074985,-0.33656667,-0.550863074
732,0.998434769,-1.307170108,-1.823731396
734,5.464602506,-2.093318559,-1.405030841
735,0.423673467,0.481913606,0.797769824
738,0.915293515,0.178892614,0.804262573
740,0.203512588,0.303357118,0.672264242
746,1.165405258,-0.515322524,0.385920604
747,-0.40899825,1.183989407,1.049245359
752,0.513324106,-0.213348905,-0.31223932
753,-0.132771722,-1.980543386,-1.949266113
754,0.406235711,-0.030223376,0.098895036
757,-0.673276014,0.230732977,0.108655431
758,-0.653274561,0.935258338,1.095989273
759,0.738135447,0.603334654,0.425238265
760,0.758042301,0.540989999,1.092529353
761,1.599775286,-0.364207081,-0.234921423
762,1.330323775,-0.388117669,0.286308245
763,-1.145781817,0.671164234,0.476673773
765,-1.812537988,0.465492272,-0.056125182
766,-0.600532628,-0.707873466,-0.673665018
767,-0.14939702,-0.961589173,-0.811515658
768,0.348196841,0.464500071,0.273272932
770,0.858399938,0.132291012,0.362320027
771,0.064687504,-0.558160112,-0.670863806
773,-0.120431225,0.559671594,-0.067471668
774,2.000154596,-1.388870689,-1.016753441
775,-0.159593519,0.204051459,0.237264856
776,0.789776895,0.281868164,0.549579493
777,0.933113268,-0.173236753,-0.117135521
778,-0.401820533,-0.171343528,0.293048131
779,-0.444886862,-1.123792487,-1.238991768
780,-2.586210188,0.966790195,0.503874416
781,-1.102370994,0.392631066,0.547937695
784,-1.122520613,1.16218425,1.192206712
785,-0.758574133,-0.23677534,0.139312786
788,0.670967196,1.065093929,0.388242705
790,-2.185897065,2.652978416,1.961851872
793,0.580329717,0.09648301,-0.825774989
794,0.526495595,-1.059357517,-0.61209249
795,-0.420829482,0.50930316,0.735740523
796,0.160203335,-2.422097449,-2.775407802
797,1.145677543,0.665152166,0.735359978
799,0.658813793,-0.609022553,0.712158154
800,0.501373726,0.017145129,-0.111573595
801,0.053410067,0.23945398,-0.257905941
805,-0.603939106,0.98120776,0.68673977
808,1.199873474,0.011567747,-0.235427212
811,1.852192489,-1.196142974,-0.603726435
813,-1.256071148,0.898173646,0.680825227
814,0.092184537,-0.178887541,-0.631659174
815,-0.232580812,-0.488043301,-0.306907649
816,0.037506673,0.116658054,0.014533517
817,0.151530615,-0.68448409,-0.811560751
818,-0.121532158,0.909928115,0.815548959
819,-0.241600334,-0.254742972,-0.098822535
820,-0.872965558,-0.226586081,-0.895849259
821,0.363051082,-0.668025918,-1.025674274
822,-0.543308692,0.087394444,0.239039616
823,-0.8286055,1.245925999,1.294920663
824,0.32419125,-0.328825089,-0.044026373
826,-0.033044514,-1.383366888,-0.906879809
827,-0.144334825,0.001111241,-0.393963559
829,3.394497448,-0.021293533,-0.993128013
830,0.542154265,1.859526633,0.977487775
831,-0.798254651,1.088850873,0.919906651
832,0.779978535,-2.690517867,-2.154143131
833,0.44507741,0.31848795,0.312850238
834,-1.483098565,0.920120505,0.762120284
835,0.771450935,1.484546255,2.007830283
836,1.04811877,-0.793078975,-0.285484897
837,0.171091966,0.156738644,0.116902519
838,0.792285642,-1.390829802,-0.854528722
839,1.000183788,-0.323956723,-0.210460837
840,-0.020243185,-2.696194992,-2.542711291
841,2.040682431,-0.742181517,-0.409746037
842,0.304459067,-2.878346726,-2.991290487
843,1.287912279,1.015350082,0.924050693
845,0.16483521,-0.083191409,0.337563862
846,0.208374749,0.98018616,0.456192522
847,-0.41641897,-0.090479367,1.006846183
857,0.315252106,0.680872023,1.089508471
858,4.226464522,-1.958240761,-1.355563601
859,-0.075748868,0.011216002,0.405072425
861,-0.540277802,0.677926224,0.382978437
862,-0.745964783,-0.457998506,-0.605673161
864,2.926828641,-1.691899867,-0.862728573
865,3.552152956,-2.188737808,-1.380980327
866,0.298432602,-0.207460509,-0.36810854
867,2.675976726,-1.899678135,-0.929652683
868,0.245248955,-0.817818766,-0.414917409
869,0.597493272,-0.136274454,-0.79827362
871,0.105286855,0.777436863,1.512490641
873,-0.122370689,-0.367957646,-1.049407759
874,-0.666165719,-0.578228624,-0.872386879
875,0.018594137,-1.523978549,-1.8115815
881,-1.407803695,0.633611357,0.471397578
883,-0.550674636,-1.810671155,-1.958312417
885,1.643111059,-0.785559256,-0.60293225
886,1.347523659,0.259692654,-0.418384875
889,0.84948739,0.122259679,0.520074163
890,-0.037271067,0.270847646,0.204953883
891,-2.602162922,1.046065919,0.769561778
892,-0.543739025,0.126133636,0.035095688
894,-0.3754067,0.184057909,-0.359993165
896,0.863097108,-2.109737442,-2.55284442
898,0.605201978,-0.611188848,-0.480830737
899,-2.284126477,-0.51937687,-1.899305839
900,1.961988542,-0.467119757,-0.081132461
901,1.626938016,1.345132241,1.053378284
902,1.221466369,-0.497001354,-0.99297392
904,-0.206555686,0.128645633,0.410892192
905,-0.57094421,1.272907723,0.056105857
908,0.228521307,0.799148181,1.15450787
909,0.584746267,-0.498959789,-0.11805795
910,0.464857403,-0.040715528,0.140850867
911,1.240327527,-0.21370714,-0.016670175
912,-0.628212255,1.099012996,1.0183312
913,-0.140271098,0.334853461,0.681939425
914,-0.09767234,0.004686157,0.388449701
915,6.466524288,-4.058833805,-3.363217733
916,5.450868292,-2.056486707,-1.038602097
917,-1.541284299,2.170151992,1.585217548
919,-1.493205181,0.629923057,0.357656497
920,0.806190029,0.006059439,-0.035596868
921,-1.04169894,1.531756475,0.548412557
922,-1.202561997,0.297100619,0.069054969
926,0.191382672,1.248766349,1.335570554
928,0.285567965,0.364369254,-0.389283973
930,0.54111493,0.245774733,0.450668349
931,0.184772982,1.361551967,1.059916972
932,-0.554762594,1.020361176,1.385599338
933,0.674490759,-0.890994834,-0.863297666
939,0.71535769,0.338789855,-0.053283526
940,1.285743666,0.043870941,-0.097782636
941,-0.360699092,1.052255955,0.40631858
942,1.072510022,0.774253552,-0.006591518
944,0.765219601,-1.010476999,-1.049869492
945,0.306606558,-2.960375251,-1.7977953
946,1.084349117,-0.084777006,0.102682813
947,1.432510785,-0.985254334,-0.577291203
948,-0.224674875,1.194355116,0.839888794
949,1.132760442,-0.982767379,-0.16320761
950,1.207322376,0.902568102,1.008586207
952,-1.019837616,0.789552113,0.340108746
953,0.389221638,-0.970479465,-0.583481995
955,-0.261766939,-0.667010029,-0.530548589
956,0.014956734,-0.930130882,-0.699442502
957,1.314239504,0.109785394,0.126442959
958,3.158369965,-0.791746862,-1.928268556
959,1.399618974,-0.749850796,-0.780716791
960,0.113771677,0.013973244,-0.302025905
961,-2.540222784,-1.03819887,-1.905671483
962,0,0.376838644,-0.180159249
963,-0.56530683,1.037119721,1.30659942
965,0.667883763,-0.910079023,-0.626998177
966,-0.811641852,0.03057779,0.116915419
967,0.352429585,-0.198542599,-0.117420952
968,-1.45469837,1.443401762,1.059342306
969,1.331348777,-1.617034154,-1.866007843
970,0.242623422,0.559429419,0.0899766
971,-0.189680861,0.476145884,1.12857537
972,0.5087757,0.247449526,0.158387922
973,3.464447435,-1.787473942,-0.103955394
974,1.481932357,-1.641784258,-1.199262147
975,-0.352240678,1.201265912,1.024952778
976,0.338678963,-0.029707362,0.238201235
977,0.304322459,-1.07778946,-1.120484855
978,-0.296483058,-0.133109465,-0.13944378
983,-1.322131906,-0.399990471,-0.723206857
984,-0.406717437,0.417774262,0.16395098
987,-0.294665283,0.48922433,0.542184018
988,0.246535956,0.807922894,0.401486151
989,1.871176381,-2.376991844,-2.229656068
990,1.298765826,-0.69852376,-1.180603528
991,0.802817816,0.537436002,0.128253112
993,-0.803588401,-0.569454499,-0.744266337
994,-0.819873475,1.261249923,1.241179638
995,0.418453074,-1.117540938,-1.090019095
996,-0.138628828,-0.614226149,-1.065200753
997,0.43868673,0.498306582,0.318147768
998,1.280363632,-0.926810898,-0.8704166
999,1.798427739,-0.980112133,-0.361554749
1000,0.86189691,-0.171085188,-0.396055895
1001,1.149280628,-0.413660257,0.277799616
1002,-0.054539663,-0.029839838,-0.441185151
1003,-0.074162563,0.798627319,0.175316089
1004,-0.377605622,0.823077487,1.202315777
1005,-0.27414071,1.357333821,1.718709455
1006,-0.115603312,1.201647845,0.876306063
1007,0.039759236,0.044448368,0.329811105
1008,-0.825402385,0.49231383,0.618899447
1009,0,-0.359143929,-0.154081299
1010,0.822995549,0.974395327,1.020430453
1012,2.644831539,-1.405684173,-1.822275408
1015,0.402397696,0.259002948,0.26047725
1016,-0.424429495,0.131338194,1.155412062
1017,-0.893734512,1.220686456,1.375533434
1018,0.091918004,0.590455701,0.428929095
1019,1.338757976,-0.981929628,-0.130123788
1020,-0.538214213,0.412858212,-0.258402926
1021,0.374696207,0.254128585,0.017837345
1022,0.527036201,-0.91562785,-0.669727784
1024,-0.198892791,-0.393491984,-0.627204064
1025,-0.19712158,-0.502729445,0.022395616
1026,0.486123098,0.391852629,0.129358964
1027,1.627577166,-0.230327744,-0.116311819
1028,-0.107128387,1.387126878,1.564772322
1029,-0.008719387,0.347926693,0.338088378
1030,-0.203685674,0.555003665,-0.121232675
1031,0.401406183,-0.088977427,0.819831181
1032,0.840611615,-0.294213296,-0.895379856
1033,-0.119625452,-0.033997632,-0.116047924
1036,0.272865988,0.849084166,-0.173408117
1038,0.668074238,1.071900991,1.053404931
1040,0.12090849,0.199077476,0.030624304
1041,-0.58617943,-1.228080046,-1.39905029
1046,-0.367793438,-0.127000355,-0.507025319
1047,-0.363568008,0.385767515,1.35438557
1048,0.058564259,0.778697397,0.175328891
1052,-0.234359276,0.331706365,0.011587199
1054,-0.817576528,1.924796859,1.260229889
1058,-0.856250979,1.297284975,0.394053466
1060,-0.162465112,-0.270011608,-0.030731808
1062,-0.9097213,-0.394912571,-1.008514445
1063,-1.380224511,1.868347999,1.820515195
1066,0.272569285,-0.006059439,-0.677544369
